karate,CMS,3.0136120319366455,0.1,0.6098358282495664,0.4978265489461177,4,y
karate,CMS,16.579787015914917,0.8,0.5802964843712312,0.5523206425206579,11,y
strike,CMS,16.349599838256836,0.5,0.5941238854059314,0.4790302601309503,4,y
strike,CMS,17.00486397743225,0.8,0.5869164891536837,0.4952939278222987,3,y
strike,CMS,17.253613710403442,0.6,0.6148678385444825,0.4713593104686658,7,y
strike,CMS,17.16964292526245,0.9,0.5869164891536837,0.4952939278222987,3,y
strike,CMS,16.422933101654053,1.0,0.5150871176422516,0.3628879741906775,5,y
mexican,CMS,17.983256816864014,0.5,0.272154113657462,0.11505779683074333,7,y
strike,CMS,17.5663058757782,0.7,0.6935697385653856,0.579734219269103,4,y
strike,CMS,17.824608087539673,0.3,0.6288135459673955,0.5423299565846599,4,y
strike,CMS,17.44336986541748,0.1,0.6849355295347221,0.4931047815440134,6,y
strike,CMS,18.46285891532898,0.2,0.577656166766273,0.4052467207995003,5,y
strike,CMS,18.75417184829712,0.0,0.7191623438785341,0.5363442527621632,5,y
strike,CMS,17.89800000190735,0.4,0.5836360056412948,0.45805976560103084,5,y
karate,CMS,19.0409939289093,0.0,0.4748845686220188,0.31334149326805383,16,y
karate,CMS,19.08877182006836,0.7,0.5546871295940644,0.49743817791612693,12,y
karate,CMS,19.243719339370728,0.6,0.5316433670571392,0.4460707440320613,13,y
karate,CMS,18.704854011535645,0.2,0.6098358282495664,0.4978265489461177,4,y
karate,CMS,19.859864950180054,0.5,0.4714687805094994,0.33247972684592403,11,y
karate,CMS,19.766316175460815,0.9,0.6499268319170403,0.6683069176632145,2,y
karate,CMS,19.48763680458069,1.0,0.046356282159529215,-0.006556033599672198,2,y
mexican,CMS,19.28621506690979,0.4,0.31138435102748224,0.16129746544898763,13,y
karate,CMS,19.00905203819275,0.4,0.4714687805094994,0.33247972684592403,11,y
mexican,CMS,19.84041976928711,0.2,0.25344810945351015,0.10977040569195828,14,y
karate,CMS,18.381345987319946,0.3,0.4714687805094994,0.33247972684592403,11,y
mexican,CMS,20.451913833618164,0.9,0.21032106549811191,0.07367553459407482,9,y
mexican,CMS,20.649459838867188,0.7,0.3614610823481024,0.21832393106722162,6,y
mexican,CMS,18.325913190841675,0.8,0.11847648528178951,0.07283197831978319,2,y
mexican,CMS,20.39338207244873,1.0,0.11558828224268344,-0.030151345621577057,5,y
mexican,CMS,20.52011489868164,0.3,0.25344810945351015,0.10977040569195828,14,y
mexican,CMS,20.300310134887695,0.6,0.33732390194548356,0.15664040610475657,7,y
mexican,CMS,21.154433727264404,0.1,0.2746570405306121,0.14542882443143776,10,y
