2024-08-16 13:06,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,50,0.002881864085793495,0.041325051337480545,scaled
2024-08-16 13:07,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.001,50,0.002916981466114521,0.05098111182451248,scaled
2024-08-16 13:07,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.001,50,0.0026349611580371857,0.04738058149814606,scaled
2024-08-16 13:08,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.01,50,0.002091891597956419,0.03872859850525856,scaled
2024-08-16 13:08,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.01,50,0.00241488846950233,0.04806824028491974,scaled
2024-08-16 13:09,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.01,50,0.0023122760467231274,0.048559337854385376,scaled
2024-08-16 13:09,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.1,50,0.036685194820165634,0.0827106237411499,scaled
2024-08-16 13:09,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.1,50,0.04916124790906906,0.08017421513795853,scaled
2024-08-16 13:10,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.1,50,0.037432920187711716,0.08289822190999985,scaled
2024-08-16 13:10,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,100,0.0024262743536382914,0.04358991980552673,scaled
2024-08-16 13:11,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.001,100,0.0022163616959005594,0.0485963374376297,scaled
2024-08-16 13:12,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.001,100,0.0022904782090336084,0.04742294177412987,scaled
2024-08-16 13:13,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.01,100,0.0013463891809806228,0.041460566222667694,scaled
2024-08-16 13:14,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.01,100,0.0009554120479151607,0.05040021240711212,scaled
2024-08-16 13:14,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.01,100,0.001931608421728015,0.05003119260072708,scaled
2024-08-16 13:15,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.1,100,0.03659573197364807,0.08332474529743195,scaled
2024-08-16 13:16,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.1,100,0.036591529846191406,0.08354562520980835,scaled
2024-08-16 13:17,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.1,100,0.03632858768105507,0.08446211367845535,scaled
2024-08-16 13:18,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,150,0.0016993030440062284,0.04112139344215393,scaled
2024-08-16 13:19,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.001,150,0.0020307283848524094,0.05303584411740303,scaled
2024-08-16 13:21,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.001,150,0.0021536927670240402,0.046809419989585876,scaled
2024-08-16 13:22,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.01,150,0.0013835864374414086,0.04277303069829941,scaled
2024-08-16 13:23,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.01,150,0.0010900080669671297,0.042304057627916336,scaled
2024-08-16 13:24,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.01,150,0.0015235616592690349,0.05455510690808296,scaled
2024-08-16 13:25,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.1,150,0.03663954511284828,0.08307170867919922,scaled
2024-08-16 13:27,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.1,150,0.03658849373459816,0.08348508924245834,scaled
2024-08-16 13:28,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.1,150,0.03658848628401756,0.0834876224398613,scaled
2024-08-16 13:29,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,200,0.0018860890995711088,0.04418069124221802,scaled
2024-08-16 13:31,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.001,200,0.0014009264996275306,0.06302683800458908,scaled
2024-08-16 13:33,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.001,200,0.0016643429407849908,0.05202652886509895,scaled
2024-08-16 13:34,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.01,200,0.0016784832114353776,0.039265841245651245,scaled
2024-08-16 13:36,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.01,200,0.0003641920047812164,0.04941467195749283,scaled
2024-08-16 13:38,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.01,200,0.0011502410052344203,0.04803260788321495,scaled
2024-08-16 13:39,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.1,200,0.036690179258584976,0.08325523138046265,scaled
2024-08-16 13:41,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.1,200,0.0028103033546358347,0.05286949872970581,scaled
2024-08-16 13:43,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.1,200,0.04885480925440788,0.08676492422819138,scaled
2024-08-16 13:45,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,250,0.0004373611300252378,0.04734085872769356,scaled
2024-08-16 13:47,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.001,250,0.001917232875712216,0.04836689308285713,scaled
2024-08-16 13:49,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.001,250,0.0012273291358724236,0.04912392050027847,scaled
2024-08-16 13:51,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.01,250,6.0898102674400434e-05,0.043349456042051315,scaled
2024-08-16 13:52,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.01,250,0.0015067789936438203,0.04851636663079262,scaled
2024-08-16 13:52,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.01,250,0.0002910792827606201,0.051321957260370255,scaled
2024-08-16 13:52,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.1,250,0.005759976338595152,0.048835840076208115,scaled
2024-08-16 13:52,karate,random,10,"[16, 32, 128]","[128, 128]",1,3,2,17,0.1,250,0.07154920697212219,0.07661702483892441,scaled
2024-08-16 13:52,karate,random,10,"[32, 128, 32]","[128, 128]",1,3,2,17,0.1,250,0.03658849373459816,0.0834822952747345,scaled
2024-08-16 13:52,karate,random,10,"[16, 128]","[128, 128]",1,2,2,17,0.001,300,0.00030429643811658025,0.04958738386631012,scaled
