data,algorithm,time,orc_time,alpha,nmi,ari,nf1,#com,merge,merge_avg
scalability_2000,CMS,3.406299114227295,1.0333011150360107,0.9,0.33712294927883485,0.010691136263077753,0.006685630670178518,67,"[892, 2, 2, 2, 18, 24, 2, 5, 4, 4, 2, 11, 2, 2, 3, 4, 2, 3, 2, 2, 2, 3, 4, 3, 14, 3, 3, 3, 6, 2, 5, 3, 7, 2, 2, 2, 4, 6, 6, 2, 3, 4, 3, 5, 1, 0, 8, 4, 4, 6, 5, 2, 2, 2, 3, 3, 2, 3, 4, 8, 2, 4, 4, 1, 2, 2, 7]",17.37313432835821
scalability_2000,CMS,4.010213851928711,1.309166669845581,1.0,0.3179050418205823,0.010589942076154376,0.006721041849575652,67,"[899, 2, 2, 2, 2, 18, 0, 4, 4, 2, 2, 2, 3, 4, 2, 3, 2, 2, 2, 3, 4, 3, 15, 3, 3, 3, 6, 2, 5, 3, 2, 2, 3, 4, 5, 5, 6, 2, 3, 4, 3, 2, 5, 1, 0, 8, 4, 4, 6, 5, 2, 2, 2, 3, 3, 2, 3, 4, 8, 2, 4, 5, 4, 1, 2, 2, 7]",16.970149253731343
scalability_3000,CMS,5.510307788848877,1.7963225841522217,0.0,0.11797361788654752,0.011737303735327985,0.0003498405716147652,84,"[1418, 6, 0, 1358, 4, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",33.69047619047619
scalability_3000,CMS,7.549410104751587,1.8022434711456299,0.1,0.27970818266947106,0.011917587794080559,0.008661125740618827,84,"[1468, 3, 3, 291, 3, 2, 24, 4, 2, 2, 3, 3, 3, 3, 2, 2, 0, 4, 5, 4, 2, 4, 10, 4, 2, 4, 4, 4, 4, 4, 3, 3, 3, 1, 4, 4, 3, 3, 3, 9, 2, 7, 1, 5, 3, 2, 3, 2, 4, 16, 2, 7, 3, 0, 10, 0, 4, 5, 2, 0, 2, 1, 1, 1, 2, 3, 4, 2, 5, 2, 4, 3, 6, 1, 1, 0, 2, 0, 1, 1, 1, 4, 2, 7]",24.321428571428573
scalability_3000,CMS,7.259653806686401,1.7985889911651611,0.2,0.3133795753960959,0.006683295991313137,0.0057946565723063425,84,"[1653, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 31, 3, 4, 5, 4, 3, 2, 3, 4, 3, 2, 3, 4, 1, 4, 4, 4, 4, 3, 4, 4, 3, 4, 12, 3, 1, 7, 1, 5, 8, 3, 20, 2, 0, 3, 5, 14, 2, 2, 3, 1, 12, 3, 2, 2, 7, 0, 4, 5, 2, 1, 1, 1, 2, 3, 2, 5, 2, 4, 3, 6, 1, 0, 3, 8, 2, 6, 1, 4, 3, 7]",23.642857142857142
scalability_3000,CMS,7.392752408981323,1.7902789115905762,0.3,0.29747179496520954,0.007576069092962008,0.007199098161637182,84,"[1492, 3, 3, 202, 3, 2, 4, 2, 2, 3, 3, 3, 3, 2, 2, 0, 3, 5, 4, 3, 2, 4, 3, 3, 2, 3, 4, 4, 4, 4, 3, 3, 7, 4, 4, 3, 11, 3, 10, 2, 7, 1, 5, 8, 3, 18, 2, 0, 3, 5, 12, 2, 22, 2, 3, 0, 3, 2, 2, 7, 0, 4, 5, 2, 6, 2, 8, 1, 1, 8, 2, 3, 4, 5, 4, 6, 1, 0, 3, 2, 5, 2, 4, 7]",24.035714285714285
scalability_3000,CMS,7.4470250606536865,1.782766342163086,0.4,0.300928120366194,0.004998324805429392,0.006083101699461146,84,"[1671, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 4, 3, 2, 4, 3, 3, 2, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 11, 3, 12, 2, 1, 5, 8, 3, 21, 2, 0, 3, 5, 14, 2, 23, 2, 3, 0, 3, 2, 2, 9, 7, 0, 4, 11, 5, 2, 1, 1, 1, 8, 2, 3, 4, 5, 2, 4, 6, 1, 6, 0, 3, 2, 1, 4, 3, 7]",23.845238095238095
scalability_3000,CMS,7.641841173171997,1.8234038352966309,0.5,0.29577557129114473,0.005810562712256388,0.006021292029356546,84,"[1673, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 4, 3, 2, 4, 3, 3, 2, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 12, 3, 12, 2, 1, 5, 9, 3, 21, 2, 0, 3, 5, 13, 2, 2, 3, 0, 3, 2, 2, 9, 7, 0, 4, 11, 5, 2, 1, 1, 1, 8, 2, 3, 4, 2, 5, 2, 4, 6, 1, 6, 0, 3, 5, 2, 4, 3, 7]",23.678571428571427
scalability_3000,CMS,7.169740200042725,1.7950019836425781,0.6,0.3066062919599297,0.005284124825660854,0.006031593641040647,84,"[1670, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 3, 2, 4, 3, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 12, 3, 12, 2, 1, 5, 8, 3, 21, 2, 0, 3, 5, 13, 2, 23, 2, 3, 0, 3, 2, 2, 9, 7, 5, 4, 11, 5, 2, 1, 1, 1, 8, 2, 3, 4, 2, 5, 2, 4, 6, 1, 6, 0, 3, 5, 2, 1, 4, 3, 7]",23.916666666666668
scalability_3000,CMS,7.184496164321899,1.768782138824463,0.7,0.30527165492618336,0.005272626971715582,0.006031593641040647,84,"[1672, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 3, 2, 4, 3, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 12, 3, 12, 2, 1, 5, 8, 3, 21, 2, 0, 3, 5, 12, 23, 2, 3, 0, 3, 2, 2, 9, 7, 5, 4, 11, 5, 2, 1, 1, 1, 8, 2, 3, 4, 2, 5, 2, 4, 6, 1, 0, 3, 5, 2, 5, 1, 4, 3, 1, 7]",23.904761904761905
scalability_3000,CMS,7.89103102684021,2.1213314533233643,0.8,0.29264626004125094,0.005394508415244172,0.006031593641040646,84,"[1657, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 4, 3, 2, 4, 3, 3, 2, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 12, 3, 2, 1, 5, 8, 3, 12, 2, 0, 3, 5, 12, 2, 22, 2, 3, 1, 3, 2, 2, 7, 0, 4, 11, 5, 2, 1, 1, 1, 2, 3, 4, 2, 5, 2, 4, 6, 1, 6, 0, 3, 5, 2, 1, 4, 3, 1, 7]",23.30952380952381
scalability_3000,CMS,7.904362440109253,2.1018993854522705,0.9,0.29577656629530175,0.005253347465446291,0.006031593641040646,84,"[1656, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 2, 3, 0, 4, 5, 4, 3, 2, 4, 3, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 4, 3, 12, 3, 2, 1, 5, 8, 3, 12, 2, 0, 3, 5, 12, 2, 22, 2, 3, 1, 3, 2, 2, 7, 0, 4, 11, 5, 2, 7, 1, 1, 1, 2, 3, 4, 2, 5, 2, 4, 6, 1, 6, 0, 3, 5, 2, 1, 4, 3, 1, 7]",23.36904761904762
scalability_3000,CMS,8.600439310073853,2.2722957134246826,1.0,0.30161359350333544,0.004666995123513913,0.006083101699461147,84,"[1683, 3, 3, 3, 2, 4, 2, 3, 3, 3, 3, 2, 3, 0, 4, 5, 4, 3, 2, 4, 3, 4, 3, 4, 1, 4, 4, 4, 3, 3, 9, 4, 4, 3, 4, 12, 3, 2, 1, 5, 8, 3, 21, 2, 0, 3, 5, 12, 2, 22, 2, 3, 0, 3, 2, 2, 9, 0, 7, 0, 4, 11, 5, 2, 1, 1, 1, 8, 2, 4, 5, 2, 4, 6, 1, 6, 0, 3, 5, 2, 1, 4, 3, 7]",23.964285714285715
scalability_5000,CMS,14.528920888900757,4.3104681968688965,0.0,0.09056424973834522,0.003946194339746776,2.1474010164813593e-05,119,"[3927, 844, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 2, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",40.42857142857143
scalability_5000,CMS,16.361124753952026,3.6503288745880127,0.1,0.18278435444773072,0.0037503142993016085,0.0032730073161340006,119,"[3362, 2, 3, 3, 3, 2, 4, 5, 2, 1, 1, 2, 2, 1, 4, 3, 153, 1, 3, 2, 1, 1, 4, 2, 2, 4, 2, 4, 3, 1, 2, 4, 0, 1, 3, 2, 0, 2, 5, 1, 0, 1, 3, 4, 1, 1, 3, 0, 3, 4, 0, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 5, 1, 3, 1, 0, 4, 3, 2, 3, 1, 0, 1, 2, 0, 1, 2, 1, 2, 2, 2, 1, 3, 0, 0, 4, 3, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 1, 4, 4, 1, 2, 0, 1, 1, 1, 5, 1, 1, 1, 4, 6, 5]",31.386554621848738
scalability_5000,CMS,15.81294322013855,3.470869541168213,0.2,0.20194002770149333,0.0018811220648758098,0.00408281048268364,119,"[3468, 3, 3, 0, 3, 3, 2, 4, 8, 3, 2, 3, 4, 2, 3, 1, 2, 2, 2, 1, 0, 4, 2, 3, 1, 2, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 3, 4, 1, 3, 3, 3, 4, 1, 3, 2, 2, 2, 1, 2, 3, 4, 4, 1, 3, 0, 2, 3, 3, 3, 4, 2, 2, 1, 3, 3, 3, 2, 3, 1, 4, 2, 5, 3, 3, 4, 3, 2, 4, 2, 3, 4, 0, 1, 4, 1, 3, 0, 2, 2, 2, 1, 1, 7, 1, 3, 1, 0, 4, 1, 5, 4, 1, 4, 2, 2, 1, 1, 4, 8, 2, 4, 2, 5, 1, 1, 2, 6, 5]",31.680672268907564
scalability_5000,CMS,17.41281533241272,3.5472159385681152,0.3,0.2010706880782434,0.0018260236845261137,0.004419338105612615,119,"[3438, 3, 3, 5, 3, 3, 2, 4, 2, 2, 2, 2, 3, 2, 3, 1, 2, 2, 2, 5, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 3, 3, 3, 4, 1, 3, 2, 3, 2, 2, 3, 4, 3, 3, 0, 2, 3, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 5, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 1, 0, 3, 1, 3, 3, 1, 0, 1, 3, 1, 5, 3, 2, 1, 7, 1, 3, 2, 4, 6, 5, 5, 1, 4, 1, 7, 2, 5]",31.462184873949578
scalability_5000,CMS,17.753931522369385,3.3924033641815186,0.4,0.20320774333817468,0.0017971624431666218,0.00493114677063486,119,"[3454, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 3, 1, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 2, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 5, 2, 4, 0, 1, 4, 1, 3, 0, 2, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 1, 3, 1, 5, 3, 2, 1, 7, 3, 4, 2, 4, 0, 6, 5, 1, 5, 1, 7, 2, 5]",31.6218487394958
scalability_5000,CMS,17.34909725189209,3.5484938621520996,0.5,0.20548427218866683,0.001836147059828323,0.00493114677063486,119,"[3434, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 1, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 3, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 1, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.462184873949578
scalability_5000,CMS,17.688023328781128,3.558316707611084,0.6,0.2054983157647879,0.0017878615030081089,0.004957579362020038,119,"[3457, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 4, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 7, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 1, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.65546218487395
scalability_5000,CMS,17.39305877685547,3.6364011764526367,0.7,0.20591420961938714,0.001825581923782053,0.00493114677063486,119,"[3462, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 3, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 1, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.705882352941178
scalability_5000,CMS,17.76416039466858,3.5603692531585693,0.8,0.20684312205825717,0.0018502551050775633,0.00493114677063486,119,"[3464, 3, 3, 5, 3, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 3, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.73949579831933
scalability_5000,CMS,17.92861270904541,3.5425617694854736,0.9,0.20604829009542142,0.0017654031622766214,0.00493114677063486,119,"[3465, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 3, 2, 3, 2, 3, 4, 1, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.747899159663866
scalability_5000,CMS,18.11641573905945,3.6704442501068115,1.0,0.2072662192762659,0.0018041547154453274,0.004928209816036506,119,"[3468, 3, 3, 5, 3, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 2, 2, 0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 4, 1, 1, 2, 1, 4, 2, 4, 1, 4, 3, 3, 2, 4, 1, 3, 2, 3, 2, 3, 2, 3, 4, 3, 3, 0, 2, 3, 9, 3, 4, 2, 2, 2, 1, 3, 2, 3, 2, 3, 1, 5, 2, 5, 3, 3, 4, 2, 2, 2, 4, 2, 3, 2, 4, 0, 1, 4, 1, 3, 0, 2, 1, 2, 1, 3, 0, 3, 1, 3, 3, 1, 0, 3, 3, 2, 1, 7, 3, 5, 2, 4, 5, 6, 5, 1, 4, 1, 7, 2, 6, 5]",31.789915966386555
scalability_6000,CMS,18.672545194625854,4.674127578735352,0.0,0.10330408046064882,0.005615543233406699,1.046012810718693e-05,140,"[1411, 4401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",41.67857142857143
